EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
128426;Centro Comunitario de Salud Familiar Elicura;28-426;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;8204;Contulmo;Calle;;Los Peumos, Sector Calebu;;;NO;No Aplica;No Aplica;-37.95655;-73.227162;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200056;Centro de Diálisis VidaDial Collipulli;29-956;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;9202;Collipulli;Calle;499;Cruz;452811288;24-04-2013;NO;No Aplica;No Aplica;-37.954827;-72.434107;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200270;Centro Comunitario de Salud Familiar Santa Mónica;29-902;29-010;129010.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;9202;Collipulli;Calle;201;Fuerte Curaco;452993079;20-09-2016;NO;No Aplica;No Aplica;-37.94851;-72.445999;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129405;Posta de Salud Rural Coyancahuín;29-405;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9208;Purén;Calle;;Sector Coyancahuín;;;NO;No Aplica;No Aplica;-37.938799;-73.055129;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129408;Posta de Salud Rural Trintre;29-408;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Caserío de Trintre;;;NO;No Aplica;No Aplica;-37.925365;-72.743885;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120416;Posta de Salud Rural El Cisne;20-416;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector El Cisne;;;NO;No Aplica;No Aplica;-37.911707;-72.11473;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128424;Posta de Salud Rural Lloncao;28-424;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Caserío de Lloncao;;;NO;No Aplica;No Aplica;-37.898121;-73.440379;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129410;Posta de Salud Rural Maica;29-410;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9202;Collipulli;Calle;;Sector Maica;;;NO;No Aplica;No Aplica;-37.894694;-72.252573;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129585;Posta de Salud Rural Pivadenco;29-585;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Sector Pivadenco;;;NO;No Aplica;No Aplica;-37.886889;-72.853276;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120312;Centro de Salud Familiar Ralco;20-312;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;8314;Alto Biobío;Calle;;Domingo Salvo;432374151;;NO;No Aplica;No Aplica;-37.880521;-71.637247;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200978;SUR Ralco;20-922;20-312;120312.0;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Domingo Salvo;432374151;;SI;Urgencia Ambulatoria (SUR);No Aplica;-37.880521;-71.637247;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129407;Posta de Salud Rural San Ramón de Los Sauces;29-407;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Pueblo de San Ramón de los Sauces;;;NO;No Aplica;No Aplica;-37.868817;-72.996894;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120444;Posta de Salud Rural Callaqui;20-444;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Callaqui;;;NO;No Aplica;No Aplica;-37.855759;-71.67115;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129400;Posta de Salud Rural Vegas Blancas;29-400;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9201;Angol;Calle;;Sector Vegas Blancas;;;NO;No Aplica;No Aplica;-37.822366;-72.906746;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120441;Posta de Salud Rural Pitril;20-441;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Caserío Los Canelos;;;NO;No Aplica;No Aplica;-37.819471;-71.55706;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129301;Centro de Salud Familiar Huequén;29-301;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;;Camino Los Sauces;800500901;;NO;No Aplica;No Aplica;-37.818832;-72.673257;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200174;SAPU Huequén;29-900;29-301;129301.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;9201;Angol;Calle;71;Camino Los Sauces;452996300;;SI;Urgencia Ambulatoria (SAPU);Corto;-37.818657;-72.673105;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128415;Posta de Salud Rural Cayucupil;28-415;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Cayucupil;;;NO;No Aplica;No Aplica;-37.813178;-73.26101;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200512;Centro de Diagnóstico e Imágenes del Sur - CEDISUR SpA;29-906;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;9201;Angol;Avenida;1732;Bernardo O?Higgins;452734501;28-08-2018;NO;No Aplica;No Aplica;-37.810855;-72.684524;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
129303;Centro de Salud Familiar Alemania de Angol;29-303;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;445;Baviera;800500903;;NO;No Aplica;No Aplica;-37.810594;-72.693266;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128446;Posta de Salud Rural Pangueco (Cañete);28-446;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Pangueco;;;NO;No Aplica;No Aplica;-37.809964;-73.441912;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128408;Posta de Salud Rural Pangue;28-408;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8206;Los Álamos;Calle;;Sector Pague;;;NO;No Aplica;No Aplica;-37.809144;-73.494325;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129803;SAR Alemania;29-803;29-303;129303.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;9201;Angol;Calle;302;Baviera;452717374;;SI;Urgencia Ambulatoria (SAR);No Aplica;-37.808995;-72.692728;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120470;Posta de Salud Rural Alhuelemu;20-470;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector Alhuelemu;;;NO;No Aplica;No Aplica;-37.807553;-72.403473;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128217;Laboratorio Clínico Bio-Test;28-217;;;8;Región Del Bíobío;8.0;SEREMI Del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;8203;Cañete;Calle;156-A;Lautaro;;01-01-2009;NO;No Aplica;No Aplica;-37.804899;-73.401907;Privado;Vigente en Operación Habitual;;No Aplica;
128611;COSAM Cañete;28-611;28-111;128111.0;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;8203;Cañete;Calle;464;Saavedra;412612894;;NO;No Aplica;No Aplica;-37.802701;-73.400388;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200412;Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras;29-903;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;211;Vergara, Box Nº 5;432210284;12-12-2014;NO;No Aplica;No Aplica;-37.800432;-72.711931;Privado;Vigente en Operación Habitual;;No Aplica;
129012;Clínica Dental Móvil Triple. Pat. BBTD27 (Angol);29-012;29-010;129010.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;9201;Angol;Calle;387;Pedro de Oña;452551400;;NO;No Aplica;No Aplica;-37.800327;-72.697922;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129013;Clínica Dental Móvil Triple. Pat. BBTD28 (Angol);29-013;29-010;129010.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil;Unidad de Atención;No Aplica;Servicio de Salud;Primario;9201;Angol;Calle;387;Pedro de Oña;452551400;;NO;No Aplica;No Aplica;-37.800327;-72.697922;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte);29-010;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Dirección Servicio de Salud;Unidad de Atención;No Aplica;Servicio de Salud;No Aplica;9201;Angol;Calle;387;Pedro de Oña;;;NO;No Aplica;No Aplica;-37.800327;-72.697922;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120438;Posta de Salud Rural Piñiquihue;20-438;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8308;Quilaco;Calle;;Sector Piñiquihue;;;NO;No Aplica;No Aplica;-37.799933;-71.859168;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129238;Consultorio Prefectura de Carabineros de Chile Malleco;29-238;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;9201;Angol;Calle;340;Dieciocho;452466423;01-01-2009;NO;No Aplica;No Aplica;-37.799364;-72.712978;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129703;Centro Comunitario de Salud Familiar El Retiro;29-703;29-304;129304.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;9201;Angol;Calle;541;Rucapellán;;;NO;No Aplica;No Aplica;-37.798209;-72.722894;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200062;Centro de Diálisis Angol Dial Ltda.;29-962;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;20;Lautaro;452718015;31-07-2002;NO;No Aplica;No Aplica;-37.797888;-72.705916;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
129235;Laboratorio Biomec;29-235;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;120;Caupolicán;452712230;01-01-2009;NO;No Aplica;No Aplica;-37.796949;-72.707452;Privado;Vigente en Operación Habitual;;No Aplica;
200061;Centro de Diálisis Bayo Dial;29-961;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;48;Caupolicán;452463670;13-06-2014;NO;No Aplica;No Aplica;-37.796652;-72.705114;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
129304;Centro de Salud Familiar Piedra del Águila;29-304;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;537;Cautín;452519001;;NO;No Aplica;No Aplica;-37.795975;-72.704939;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129411;Posta de Salud Rural Mininco;29-411;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9202;Collipulli;Calle;;Pueblo de Mininco;;;NO;No Aplica;No Aplica;-37.795688;-72.472522;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129100;Hospital Dr. Mauricio Heyermann (Angol);29-100;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;9201;Angol;Calle;752;Ilabaca;452551111;12-10-2000;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.794444;-72.705669;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
129236;Laboratorio Clínico Angol;29-236;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;745;Ilabaca;452463210;01-01-2009;NO;No Aplica;No Aplica;-37.794437;-72.706316;Privado;Vigente en Operación Habitual;;No Aplica;
129234;Centro de Salud Gendarmería de Chile Angol;29-234;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Gendamería;Secundario;9201;Angol;Calle;;Los Confines;452646530;01-01-2009;NO;No Aplica;No Aplica;-37.79418;-72.69551;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129233;Clínica de la Asociación Chilena de Seguridad AChS Angol;29-233;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;No Aplica;9201;Angol;Calle;811;Ilabaca;452711962;01-01-2009;NO;No Aplica;No Aplica;-37.794126;-72.706191;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
129030;Unidad de Salud Funcionarior  UST S.S Araucanía Norte;29-030;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Salud Funcionarios;Unidad de Atención;No Aplica;Servicio de Salud;Secundario;9201;Angol;Calle;387;Pedro de Oña;;29-01-2021;NO;No Aplica;No Aplica;-37.793776;-72.704582;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129011;PRAIS (S.S Araucanía Norte);29-011;29-010;129010.0;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Programa de Reparación y Atención Integral de Salud (PRAIS);Programa de Atención;No Aplica;Servicio de Salud;No Aplica;9201;Angol;Calle;387;Pedro de Oña;;;NO;No Aplica;No Aplica;-37.793776;-72.704582;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200049;Policlínico Asociación Chilena de Seguridad AChS Cañete;28-949;;;8;Región Del Bíobío;8.0;SEREMI Del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;8203;Cañete;Calle;;Acceso Norte;;27-08-2004;NO;No Aplica;No Aplica;-37.78431;-73.386039;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128111;Hospital Intercultural Kallvu Llanka (Cañete);28-111;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;8203;Cañete;Calle;;Ruta P-60-R, Esquina Ruta P-520. Entrada Norte;412724100;;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.782106;-73.385438;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
120465;Posta de Salud Rural Mañihual;20-465;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector Mañihual;;;NO;No Aplica;No Aplica;-37.780833;-72.060278;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120432;Posta de Salud Rural Loncopangue;20-432;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8308;Quilaco;Calle;;Caserío de Loncopangue;;;NO;No Aplica;No Aplica;-37.779722;-71.755833;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128445;Posta de Salud Rural Ranquilco;28-445;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8206;Los Álamos;Calle;;Sector Ranquilco;;;NO;No Aplica;No Aplica;-37.767062;-73.520028;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120418;Posta de Salud Rural Santa Adriana;20-418;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector Santa Adriana;;;NO;No Aplica;No Aplica;-37.757778;-72.0175;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120471;Posta de Salud Rural Butalelbum;20-471;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Butalelbum;;;NO;No Aplica;No Aplica;-37.753003;-71.215138;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
128423;Posta de Salud Rural Llenquehue;28-423;;;8;Región Del Bíobío;28.0;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Caserío de Llenquehue;;;NO;No Aplica;No Aplica;-37.749466;-73.438787;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
129409;Posta de Salud Rural Tijeral;29-409;;;9;Región De La Araucanía;29.0;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;9209;Renaico;Calle;;Pueblo de Trijeral;;;NO;No Aplica;No Aplica;-37.733784;-72.61562;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200413;Centro Comunitario de Salud Familiar Villa La Granja;20-908;20-102;120102.0;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;8305;Mulchén;Calle;823;El Hualle, Villa La Granja;432332252;16-11-2017;NO;No Aplica;No Aplica;-37.73164;-72.236514;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120102;Hospital de Mulchén;20-102;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;8305;Mulchén;Calle;455;Villagra;432332282;;SI;Urgencia Hospitalaria (UEH);No Aplica;-37.720357;-72.240649;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
200812;Centro de Diálisis Los Ángeles Sucursal Mulchén;20-914;;;8;Región Del Bíobío;8.0;SEREMI Del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;8305;Mulchén;Calle;310;Amunategui;;;NO;No Aplica;No Aplica;-37.719461;-72.338702;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
120464;Posta de Salud Rural Cauñicú;20-464;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Cauñicú;;;NO;No Aplica;No Aplica;-37.713294;-71.48377;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120431;Posta de Salud Rural Rucalhue;20-431;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8308;Quilaco;Calle;;Caserío de Ricalhue;;;NO;No Aplica;No Aplica;-37.711667;-71.906389;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120449;Posta de Salud Rural Malla Malla;20-449;;;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Malla Malla;;;NO;No Aplica;No Aplica;-37.711279;-71.341145;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
120702;Centro Comunitario de Salud Familiar Mulchén;20-702;20-302;120302.0;8;Región Del Bíobío;20.0;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;8305;Mulchén;Calle;1541;Fresia;432333240;;NO;No Aplica;No Aplica;-37.710991;-72.234565;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
